"feedback_text","sentiment_label"
"Tình hình cá nhân của em khá bận rộn nên học bài giảng cũng chỉ không có gì nổi bật như vậy.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học yêu cầu môn học em thấy tự tin hơn trước nhiều và dễ tập trung hơn.","POSITIVE"
"Em đang bị thiếu ngủ liên tục nên việc theo kịp bài kiểm tra giữa kỳ khiến em đuối sức thật sự.","NEGATIVE"
"Tưởng sẽ học tốt nhưng cuối cùng lại đuối sức.","NEGATIVE"
"Tình trạng không quá ổn định làm em học bài thực hành trong trạng thái mệt mỏi ghê nhiều ngày nay.","NEGATIVE"
"Nhờ hơi rối một chút nên em có năng lượng học cách giải thích của thầy cô và thấy thấy tiến bộ rõ rõ rệt.","POSITIVE"
"theo kịp nhưng thực tế em lại stress nặng.","NEGATIVE"
"Em vẫn đang cố cân bằng giữa tâm lý thoải mái hơn và học nội dung tuần này nên cảm thấy vừa phải.","NEUTRAL"
"Giờ học căng thẳng, em ra về là đầu óc trống không.","NEGATIVE"
"Em chưa thật sự ổn định về khá mệt mỏi nên học bài kiểm tra giữa kỳ vẫn học được.","NEUTRAL"
"Mặc dù kiệt sức nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Em đang bị thiếu ngủ thường xuyên nên việc theo kịp kỳ thi cuối kỳ khiến em khó theo kịp thật sự.","NEGATIVE"
"Nhờ ngủ đủ giấc hơn trước nên em có năng lượng học sự tương tác trong lớp và thấy hứng thú hẳn lên rõ rệt.","POSITIVE"
"Tâm trạng em tốt hơn trước nên khi học sự tương tác trong lớp em thấy có động lực hơn hẳn và dễ tập trung hơn.","POSITIVE"
"Tâm trạng em tốt hơn trước nên khi học lịch học em thấy hứng thú hẳn lên và dễ tập trung hơn.","POSITIVE"
"Em đang bị khá bận rộn nên việc theo kịp bài tập nhóm khiến em mất động lực thật sự.","NEGATIVE"
"Tình trạng ít áp lực từ gia đình hơn làm em học tài liệu thiếu trong trạng thái mất động lực nhiều ngày nay.","NEGATIVE"
"Em vẫn đang cố cân bằng giữa mất động lực học tập và học deadline bài tập nên cảm thấy không thích không ghét.","NEUTRAL"
"Dạo này em thiếu ngủ thường xuyên nên khi học bài tập nhóm em cảm thấy bị quá tải và rất khó tập trung.","NEGATIVE"
"Dạo này em khá mệt mỏi nên khi học khối lượng kiến thức em cảm thấy mất động lực và rất khó tập trung.","NEGATIVE"
"Dạo này em việc sắp xếp thời gian hợp lý hơn nên khi học yêu cầu môn học em cảm thấy bị quá tải và rất khó tập trung.","NEGATIVE"
"Em chưa thật sự ổn định về stress kéo dài nhiều ngày nên học deadline bài tập vẫn không có gì nổi bật.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học cách chấm điểm em thấy nhẹ đầu hơn nhiều và dễ tập trung hơn.","POSITIVE"
"Tuy mất động lực nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Dạo này sinh hoạt của em khá bận rộn nên việc học lịch học chỉ ở mức hơi mệt, chưa có gì nổi bật.","NEUTRAL"
"Em chưa thật sự ổn định về áp lực từ việc làm thêm nên học khối lượng kiến thức vẫn hơi mệt.","NEUTRAL"
"Dạo này tinh thần em khá ổn nên khi học lịch học em cảm thấy hài lòng ghê hơn rất nhiều so với trước đây.","POSITIVE"
"Tưởng sẽ theo kịp nhưng cuối cùng lại quá tải thật sự.","NEGATIVE"
"Hơi quá tải thật sự nhưng em vẫn làm được bài tập.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học tốc độ giảng bài trở nên thấy tiến bộ rõ hơn.","POSITIVE"
"Nhờ stress kéo dài nhiều ngày nên em có năng lượng học tài liệu học tập và thấy ổn áp rõ rệt.","POSITIVE"
"Nhờ ngủ đủ giấc hơn trước nên em có năng lượng học deadline bài tập và thấy khá tự tin rõ rệt.","POSITIVE"
"Dù bài hơi khó nhưng em vẫn vẫn học ổn được.","POSITIVE"
"Tình trạng khá mệt mỏi làm em học yêu cầu môn học trong trạng thái rất áp lực nhiều ngày nay.","NEGATIVE"
"Dạo này tinh thần em khá ổn nên khi học feedback từ giảng viên em cảm thấy vui vì hiểu ra rồi hơn rất nhiều so với trước đây.","POSITIVE"
"Dạo này tinh thần em khá ổn nên khi học việc học nhóm em cảm thấy nhẹ đầu hơn nhiều hơn rất nhiều so với trước đây.","POSITIVE"
"Tình hình cá nhân của em chuyện gia đình làm em phân tâm nên học khối lượng kiến thức cũng chỉ hơi mệt như vậy.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học việc học nhóm em thấy vui vì hiểu ra rồi và dễ tập trung hơn.","POSITIVE"
"Em vẫn đang cố cân bằng giữa áp lực từ việc làm thêm và học việc học nhóm nên cảm thấy căng thẳng nhẹ.","NEUTRAL"
"Tình trạng chuyện gia đình làm em phân tâm làm em học tiến độ học kỳ trong trạng thái đuối sức nhiều ngày nay.","NEGATIVE"
"Dạo này sinh hoạt của em mất động lực học tập nên việc học lịch học chỉ ở mức ổn định, chưa có gì nổi bật.","NEUTRAL"
"Dạo này sinh hoạt của em áp lực từ việc làm thêm nên việc học bài tập chỉ ở mức căng thẳng nhẹ, chưa có gì nổi bật.","NEUTRAL"
"Dù lịch học dày nhưng em vẫn làm được bài tập được.","POSITIVE"
"Em chưa có cảm xúc gì mạnh với môn này, học xong rồi thôi.","NEUTRAL"
"Em vẫn đang cố cân bằng giữa giảm bớt việc làm thêm và học khối lượng kiến thức nên cảm thấy hơi rối.","NEUTRAL"
"Tình hình cá nhân của em chuyện gia đình làm em phân tâm nên học bài kiểm tra giữa kỳ cũng chỉ hơi rối như vậy.","NEUTRAL"
"Tình trạng tâm lý thoải mái hơn làm em học yêu cầu môn học trong trạng thái không thở được nhiều ngày nay.","NEGATIVE"
"Tâm trạng em tốt hơn trước nên khi học sự tương tác trong lớp em thấy dễ tiếp thu hơn và dễ tập trung hơn.","POSITIVE"
"Tình trạng việc sắp xếp thời gian hợp lý hơn làm em học yêu cầu môn học trong trạng thái không tập trung được nhiều ngày nay.","NEGATIVE"
"Nhờ áp lực từ việc làm thêm nên em có năng lượng học deadline bài tập và thấy dễ tiếp thu hơn rõ rệt.","POSITIVE"
"Em vẫn đang cố cân bằng giữa stress kéo dài nhiều ngày và học việc học nhóm nên cảm thấy không thích không ghét.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học cách chấm điểm em thấy thấy tiến bộ rõ và dễ tập trung hơn.","POSITIVE"
"Dạo này sinh hoạt của em khá bận rộn nên việc học lịch học chỉ ở mức ổn định, chưa có gì nổi bật.","NEUTRAL"
"Nhờ hơi rối một chút nên em có năng lượng học tài liệu học tập và thấy thấy tiến bộ rõ rõ rệt.","POSITIVE"
"Dạo này sinh hoạt của em tâm lý thoải mái hơn nên việc học nội dung tuần này chỉ ở mức không quá dễ, chưa có gì nổi bật.","NEUTRAL"
"hiểu bài nhưng thực tế em lại stress nặng.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học yêu cầu môn học trở nên vui vì hiểu ra rồi hơn.","POSITIVE"
"Tình hình cá nhân của em tâm lý thoải mái hơn nên học bài tập cũng chỉ ở mức trung bình như vậy.","NEUTRAL"
"Tình hình cá nhân của em giảm bớt việc làm thêm nên học tài liệu cũng chỉ không thoải mái lắm như vậy.","NEUTRAL"
"Tình hình cá nhân của em khá bận rộn nên học nội dung tuần này cũng chỉ tạm chấp nhận được như vậy.","NEUTRAL"
"Em vẫn đang cố cân bằng giữa ít áp lực từ gia đình hơn và học deadline bài tập nên cảm thấy không quá dễ.","NEUTRAL"
"Tình trạng không quá ổn định làm em học tốc độ giảng bài trong trạng thái mệt mỏi ghê nhiều ngày nay.","NEGATIVE"
"ổn định nhưng thực tế em lại không theo kịp.","NEGATIVE"
"Dạo này em mất động lực học tập nên khi học tiến độ học kỳ em cảm thấy mất động lực và rất khó tập trung.","NEGATIVE"
"Tình trạng việc sắp xếp thời gian hợp lý hơn làm em học cách chấm điểm trong trạng thái kiệt sức nhiều ngày nay.","NEGATIVE"
"Em đang bị áp lực từ việc làm thêm nên việc theo kịp nội dung khó khiến em mất động lực thật sự.","NEGATIVE"
"Em vẫn đang cố cân bằng giữa thiếu ngủ thường xuyên và học khối lượng kiến thức nên cảm thấy hơi rối.","NEUTRAL"
"Tuy stress nặng nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học cách chấm điểm em thấy hài lòng ghê và dễ tập trung hơn.","POSITIVE"
"Dạo này tinh thần em khá ổn nên khi học tốc độ giảng bài em cảm thấy tự tin hơn trước nhiều hơn rất nhiều so với trước đây.","POSITIVE"
"Dạo này sinh hoạt của em stress kéo dài nhiều ngày nên việc học tài liệu chỉ ở mức tạm chấp nhận được, chưa có gì nổi bật.","NEUTRAL"
"Tình hình cá nhân của em thiếu ngủ liên tục nên học bài giảng cũng chỉ không quá khó như vậy.","NEUTRAL"
"Em đang bị không quá ổn định nên việc theo kịp bài kiểm tra giữa kỳ khiến em muốn bỏ cuộc thật sự.","NEGATIVE"
"Tình hình cá nhân của em mất động lực học tập nên học các yêu cầu môn học cũng chỉ không có gì nổi bật như vậy.","NEUTRAL"
"Dù deadline nhiều nhưng em vẫn vẫn học ổn được.","POSITIVE"
"Em cần thêm thời gian để quen với cách dạy.","NEUTRAL"
"Tuy đuối sức nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học bài thực hành em thấy tự tin hơn trước nhiều và dễ tập trung hơn.","POSITIVE"
"Em không theo kịp và không biết hỏi ai.","NEGATIVE"
"Vì thiếu ngủ liên tục nên dù tốc độ giảng bài không quá khó em vẫn thấy mệt mỏi ghê.","NEGATIVE"
"Tình hình cá nhân của em tâm trạng không ổn định nên học bài tập cũng chỉ ở mức trung bình như vậy.","NEUTRAL"
"Em chưa thật sự ổn định về stress kéo dài nhiều ngày nên học các yêu cầu môn học vẫn căng thẳng nhẹ.","NEUTRAL"
"Em chưa thật sự ổn định về tâm lý thoải mái hơn nên học lịch học vẫn không quá dễ.","NEUTRAL"
"Nhờ áp lực từ việc làm thêm nên em có năng lượng học cách giải thích của thầy cô và thấy hài lòng ghê rõ rệt.","POSITIVE"
"Tình trạng thiếu ngủ thường xuyên làm em học bài thực hành trong trạng thái hoang mang thật sự nhiều ngày nay.","NEGATIVE"
"Tình trạng áp lực từ việc làm thêm làm em học deadline bài tập trong trạng thái rất áp lực nhiều ngày nay.","NEGATIVE"
"Tình trạng hơi rối một chút làm em học bài tập nhóm trong trạng thái bị quá tải nhiều ngày nay.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài thực hành trở nên tự tin hơn trước nhiều hơn.","POSITIVE"
"Dạo này sinh hoạt của em khá mệt mỏi nên việc học tốc độ giảng bài chỉ ở mức khá áp lực, chưa có gì nổi bật.","NEUTRAL"
"Em đang bị chuyện gia đình làm em phân tâm nên việc theo kịp deadline bài tập khiến em không tập trung được thật sự.","NEGATIVE"
"Dạo này tinh thần em khá ổn nên khi học deadline bài tập em cảm thấy vui vì hiểu ra rồi hơn rất nhiều so với trước đây.","POSITIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài giảng trở nên rất thoải mái hơn.","POSITIVE"
"Dạo này sinh hoạt của em tâm lý thoải mái hơn nên việc học việc học nhóm chỉ ở mức căng thẳng nhẹ, chưa có gì nổi bật.","NEUTRAL"
"Em vẫn đang cố cân bằng giữa chuyện gia đình làm em phân tâm và học bài giảng nên cảm thấy không quá dễ.","NEUTRAL"
"Dạo này em thiếu ngủ thường xuyên nên khi học bài kiểm tra giữa kỳ em cảm thấy mệt mỏi ghê và rất khó tập trung.","NEGATIVE"
"Em chưa thật sự ổn định về áp lực từ việc làm thêm nên học tốc độ giảng bài vẫn ổn định.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học tốc độ giảng bài trở nên khá tự tin hơn.","POSITIVE"
"Dạo này em áp lực từ việc làm thêm nên khi học tiến độ học kỳ em cảm thấy đuối sức và rất khó tập trung.","NEGATIVE"
"Dù lịch học dày nhưng em vẫn hiểu được nội dung được.","POSITIVE"
"Vì chuyện gia đình làm em phân tâm nên dù bài kiểm tra giữa kỳ không quá khó em vẫn thấy nản lắm rồi.","NEGATIVE"
"Tình trạng ít áp lực từ gia đình hơn làm em học bài thực hành trong trạng thái hoang mang thật sự nhiều ngày nay.","NEGATIVE"
"Vì không quá ổn định nên dù nội dung khó không quá khó em vẫn thấy đầu óc quay tít.","NEGATIVE"
"Tuy không theo kịp nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Tình trạng hơi rối một chút làm em học lịch học dày trong trạng thái nản lắm rồi nhiều ngày nay.","NEGATIVE"
"Tâm trạng em tốt hơn trước nên khi học bài thực hành em thấy khá tự tin và dễ tập trung hơn.","POSITIVE"
"Nhờ hơi rối một chút nên em có năng lượng học bài kiểm tra giữa kỳ và thấy thấy tiến bộ rõ rõ rệt.","POSITIVE"
"Em đang bị không quá ổn định nên việc theo kịp yêu cầu môn học khiến em đầu óc quay tít thật sự.","NEGATIVE"
"Tình hình cá nhân của em khá bận rộn nên học các yêu cầu môn học cũng chỉ ở mức trung bình như vậy.","NEUTRAL"
"Nhờ khá bận rộn nên em có năng lượng học yêu cầu môn học và thấy ổn áp rõ rệt.","POSITIVE"
"Tình trạng áp lực từ việc làm thêm làm em học kỳ thi cuối kỳ trong trạng thái bị quá tải nhiều ngày nay.","NEGATIVE"
"Dạo này sinh hoạt của em ngủ đủ giấc hơn trước nên việc học bài tập chỉ ở mức không thoải mái lắm, chưa có gì nổi bật.","NEUTRAL"
"Em đang bị khá bận rộn nên việc theo kịp cách chấm điểm khiến em mất động lực thật sự.","NEGATIVE"
"Em đang bị áp lực từ việc làm thêm nên việc theo kịp tiến độ học kỳ khiến em khó theo kịp thật sự.","NEGATIVE"
"Em vẫn đang cố cân bằng giữa hơi rối một chút và học các yêu cầu môn học nên cảm thấy vừa phải.","NEUTRAL"
"Em thấy yên tâm hơn sau khi hỏi thầy.","POSITIVE"
"Em vẫn đang cố cân bằng giữa tâm trạng không ổn định và học tài liệu nên cảm thấy bình thường.","NEUTRAL"
"Dạo này em không quá ổn định nên khi học lịch học dày em cảm thấy đuối sức và rất khó tập trung.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học việc học nhóm trở nên dễ tiếp thu hơn hơn.","POSITIVE"
"Tình trạng thiếu ngủ thường xuyên làm em học deadline bài tập trong trạng thái bị quá tải nhiều ngày nay.","NEGATIVE"
"Em thấy mọi thứ đang đi đúng hướng, chưa có gì đáng lo.","NEUTRAL"
"Nhờ không quá ổn định nên em có năng lượng học deadline bài tập và thấy ổn áp rõ rệt.","POSITIVE"
"Nhờ tâm trạng không ổn định nên em có năng lượng học khối lượng kiến thức và thấy ổn áp rõ rệt.","POSITIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học deadline bài tập trở nên thấy tiến bộ rõ hơn.","POSITIVE"
"deadline nhiều nhưng em vẫn làm được bài tập tốt.","POSITIVE"
"Tình trạng chuyện gia đình làm em phân tâm làm em học tốc độ giảng bài trong trạng thái không tập trung được nhiều ngày nay.","NEGATIVE"
"Tưởng sẽ ổn định nhưng cuối cùng lại stress nặng.","NEGATIVE"
"Dạo này em không quá ổn định nên khi học cách chấm điểm em cảm thấy mệt mỏi ghê và rất khó tập trung.","NEGATIVE"
"Dạo này sinh hoạt của em mất động lực học tập nên việc học bài giảng chỉ ở mức chưa có cảm xúc gì mạnh, chưa có gì nổi bật.","NEUTRAL"
"Nhờ ít áp lực từ gia đình hơn nên em có năng lượng học tài liệu học tập và thấy hài lòng ghê rõ rệt.","POSITIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài giảng trở nên khá tự tin hơn.","POSITIVE"
"Tình hình cá nhân của em thiếu ngủ liên tục nên học khối lượng kiến thức cũng chỉ khá ổn như vậy.","NEUTRAL"
"Em chưa thật sự ổn định về mất động lực học tập nên học tốc độ giảng bài vẫn không quá khó.","NEUTRAL"
"Hơi kiệt sức nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học tài liệu học tập trở nên dễ tiếp thu hơn hơn.","POSITIVE"
"Nhờ thiếu ngủ thường xuyên nên em có năng lượng học cách giải thích của thầy cô và thấy hứng thú hẳn lên rõ rệt.","POSITIVE"
"Tình hình cá nhân của em mất động lực học tập nên học tài liệu cũng chỉ ở mức trung bình như vậy.","NEUTRAL"
"Em đang bị ít áp lực từ gia đình hơn nên việc theo kịp bài kiểm tra giữa kỳ khiến em khó theo kịp thật sự.","NEGATIVE"
"Dạo này tinh thần em khá ổn nên khi học lịch học em cảm thấy vui vì hiểu ra rồi hơn rất nhiều so với trước đây.","POSITIVE"
"Tình trạng thiếu ngủ thường xuyên làm em học nội dung khó trong trạng thái kiệt sức nhiều ngày nay.","NEGATIVE"
"Em vẫn đang cố cân bằng giữa hơi rối một chút và học bài tập nên cảm thấy khá ổn.","NEUTRAL"
"Tình trạng ngủ đủ giấc hơn trước làm em học cách dạy trong trạng thái mệt mỏi ghê nhiều ngày nay.","NEGATIVE"
"Em chưa thật sự ổn định về mất động lực học tập nên học nội dung tuần này vẫn hơi rối.","NEUTRAL"
"Dạo này sinh hoạt của em chuyện gia đình làm em phân tâm nên việc học tốc độ giảng bài chỉ ở mức học được, chưa có gì nổi bật.","NEUTRAL"
"Nhờ tâm lý thoải mái hơn nên em có năng lượng học tốc độ giảng bài và thấy rất thoải mái rõ rệt.","POSITIVE"
"Tình hình cá nhân của em thiếu ngủ liên tục nên học việc học nhóm cũng chỉ hơi rối như vậy.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học feedback từ giảng viên trở nên ổn áp hơn.","POSITIVE"
"Em đang bị mất động lực học tập nên việc theo kịp cách dạy khiến em không tập trung được thật sự.","NEGATIVE"
"Hơi quá tải thật sự nhưng em vẫn hiểu được nội dung.","NEUTRAL"
"Em đang bị stress kéo dài nhiều ngày nên việc theo kịp cách chấm điểm khiến em không thở được thật sự.","NEGATIVE"
"Em đang bị tâm lý thoải mái hơn nên việc theo kịp nội dung khó khiến em mệt mỏi ghê thật sự.","NEGATIVE"
"học tốt nhưng thực tế em lại không theo kịp.","NEGATIVE"
"Dạo này sinh hoạt của em stress kéo dài nhiều ngày nên việc học cách dạy chỉ ở mức khá ổn, chưa có gì nổi bật.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học cách giải thích của thầy cô trở nên có động lực hơn hẳn hơn.","POSITIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học tài liệu học tập trở nên tự tin hơn trước nhiều hơn.","POSITIVE"
"Dạo này tinh thần em khá ổn nên khi học sự tương tác trong lớp em cảm thấy khá tự tin hơn rất nhiều so với trước đây.","POSITIVE"
"Em vẫn đang cố cân bằng giữa không quá ổn định và học lịch học nên cảm thấy không thích không ghét.","NEUTRAL"
"Vì chuyện gia đình làm em phân tâm nên dù tiến độ học kỳ không quá khó em vẫn thấy hoang mang thật sự.","NEGATIVE"
"Em chưa thật sự ổn định về giảm bớt việc làm thêm nên học nội dung tuần này vẫn bình thường.","NEUTRAL"
"Vì ngủ đủ giấc hơn trước nên dù tài liệu thiếu không quá khó em vẫn thấy hoang mang thật sự.","NEGATIVE"
"Tình trạng việc sắp xếp thời gian hợp lý hơn làm em học bài tập nhóm trong trạng thái dễ nản nhiều ngày nay.","NEGATIVE"
"Dạo này tinh thần em khá ổn nên khi học hoạt động nhóm em cảm thấy rất thoải mái hơn rất nhiều so với trước đây.","POSITIVE"
"Dạo này sinh hoạt của em hơi rối một chút nên việc học bài tập chỉ ở mức hơi rối, chưa có gì nổi bật.","NEUTRAL"
"Hơi mất động lực nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Dạo này tinh thần em khá ổn nên khi học khối lượng kiến thức em cảm thấy nhẹ đầu hơn nhiều hơn rất nhiều so với trước đây.","POSITIVE"
"Em vẫn đang cố cân bằng giữa hơi rối một chút và học cách dạy nên cảm thấy khá áp lực.","NEUTRAL"
"Em thấy nản vì cố mãi mà điểm vẫn không cải thiện.","NEGATIVE"
"Nhờ thiếu ngủ liên tục nên em có năng lượng học bài giảng và thấy nhẹ đầu hơn nhiều rõ rệt.","POSITIVE"
"Tình hình cá nhân của em chuyện gia đình làm em phân tâm nên học bài kiểm tra giữa kỳ cũng chỉ không thích không ghét như vậy.","NEUTRAL"
"Em đang bị áp lực từ việc làm thêm nên việc theo kịp khối lượng kiến thức khiến em mất động lực thật sự.","NEGATIVE"
"Em thấy môn này cần kiên nhẫn, chứ không đặc biệt khó.","NEUTRAL"
"Em thấy tiến bộ rõ so với đầu kỳ.","POSITIVE"
"Dạo này sinh hoạt của em việc sắp xếp thời gian hợp lý hơn nên việc học việc học nhóm chỉ ở mức khá ổn, chưa có gì nổi bật.","NEUTRAL"
"Vì tâm trạng không ổn định nên dù tiến độ học kỳ không quá khó em vẫn thấy đuối sức.","NEGATIVE"
"Vì việc sắp xếp thời gian hợp lý hơn nên dù cách dạy không quá khó em vẫn thấy stress liên tục.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học lịch học trở nên khá tự tin hơn.","POSITIVE"
"Tình hình cá nhân của em ngủ đủ giấc hơn trước nên học bài kiểm tra giữa kỳ cũng chỉ không quá dễ như vậy.","NEUTRAL"
"Nhờ thiếu ngủ liên tục nên em có năng lượng học sự tương tác trong lớp và thấy chill hơn hẳn rõ rệt.","POSITIVE"
"Em chưa thật sự ổn định về khá mệt mỏi nên học các yêu cầu môn học vẫn hơi mệt.","NEUTRAL"
"Tình trạng áp lực từ việc làm thêm làm em học deadline bài tập trong trạng thái đầu óc quay tít nhiều ngày nay.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học khối lượng kiến thức trở nên hiểu bài nhanh hơn hơn.","POSITIVE"
"Tình trạng mất động lực học tập làm em học bài tập nhóm trong trạng thái mệt mỏi ghê nhiều ngày nay.","NEGATIVE"
"Tình hình cá nhân của em ít áp lực từ gia đình hơn nên học tài liệu cũng chỉ không thoải mái lắm như vậy.","NEUTRAL"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài giảng trở nên yên tâm hơn nhiều hơn.","POSITIVE"
"Dạo này sinh hoạt của em thiếu ngủ thường xuyên nên việc học việc học nhóm chỉ ở mức học được, chưa có gì nổi bật.","NEUTRAL"
"Em chưa thật sự ổn định về khá bận rộn nên học khối lượng kiến thức vẫn không thoải mái lắm.","NEUTRAL"
"deadline nhiều nhưng em vẫn nắm được ý chính tốt.","POSITIVE"
"Mặc dù đuối sức nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Tâm trạng em tốt hơn trước nên khi học deadline bài tập em thấy tự tin hơn trước nhiều và dễ tập trung hơn.","POSITIVE"
"Tình trạng ít áp lực từ gia đình hơn làm em học khối lượng kiến thức trong trạng thái không tập trung được nhiều ngày nay.","NEGATIVE"
"Tình trạng áp lực từ việc làm thêm làm em học yêu cầu môn học trong trạng thái stress liên tục nhiều ngày nay.","NEGATIVE"
"Tuy không theo kịp nhưng em vẫn theo kịp bài.","NEUTRAL"
"Tưởng sẽ hiểu bài nhưng cuối cùng lại mất động lực.","NEGATIVE"
"Hơi quá tải thật sự nhưng em vẫn nắm được ý chính.","NEUTRAL"
"Tưởng sẽ học tốt nhưng cuối cùng lại quá tải thật sự.","NEGATIVE"
"Gần đây em sắp xếp được thời gian cá nhân nên việc học bài giảng trở nên chill hơn hẳn hơn.","POSITIVE"
"Tình hình cá nhân của em việc sắp xếp thời gian hợp lý hơn nên học bài giảng cũng chỉ không có gì nổi bật như vậy.","NEUTRAL"
"Vì giảm bớt việc làm thêm nên dù tốc độ giảng bài không quá khó em vẫn thấy mất động lực.","NEGATIVE"
